Quote, Company Name, CUSIP,Algorithm,Consensus, Consensus Price, Consensus Date, Previous Consensus, Previous Consensus Price, Previous Consensus Date,Avg. HPR (Long), Avg. HPR (Short), Std. Dev (Long), Std. Dev (Short), Current Price, Target Price, Target Met, Target Ex-Date, Window #, Window Accuracy (Long),Window Accuracy (Short), Number of Trades, Avg. Trade Duration (mos), Inception Date, Fund Ranking (YTD-1), Mkt Ranking, Peer #1 Quote, Peer #1 Name,Peer #1 YTD-1 Fund Ranking, Peer #1 Mkt Ranking, Peer #2 Quote, Peer #2 Name,Peer #2 YTD-1 Fund Ranking, Peer #2 Mkt Ranking
IBCA,INTERVEST BANCSHARES CORP,460927106,Trend Analyzer V3.1,SHORT,$2.90 ,8-Feb-11,SHORT,$3.02 ,10-Dec-09,89.45%,5.30%,197.29pp,182.34pp,$3.88 ,$2.75 ,N,10-Jun-13,15,66.67%,50.00%,5,28,10-Aug-01,1.99,4.47,NBT BANCORP INC.,NBTB,2.58,2.96,THE FIRST OF LONG ISLAND CORP.,FLIC,2.41,2.64
IBCA,INTERVEST BANCSHARES CORP,460927106,Momentum Analyzer V1.0,SHORT,$3.86 ,10-Dec-12,BUY,$2.69 ,9-Jan-12,-11.85%,-100.00%,198.23pp,NaNpp,$3.88 ,$7.72 ,Y,28-May-14,5,75.00%,33.33%,7,18,31-Dec-02,1.99,4.47,NBT BANCORP INC.,NBTB,2.58,2.96,THE FIRST OF LONG ISLAND CORP.,FLIC,2.41,2.64
IBKC,IBERIABANK CORPORATION,450828108,Trend Analyzer V3.1,BUY,$50.88 ,24-Apr-12,HOLD,$49.20 ,22-Sep-10,48.99%,-3.26%,126.37pp,128.09pp,$48.72 ,$75.80 ,N,15-Feb-14,10,75.00%,50.00%,8,22,5-Nov-98,2.38,2.79,MIDSOUTH BANCORP INC.,MSL,2.52,2.77,BOK FINANCIAL CORPORATION,BOKF,2.52,3.22
IBKC,IBERIABANK CORPORATION,450828108,Momentum Analyzer V1.0,BUY,$41.22 ,15-Jan-09,SHORT,$59.88 ,18-Sep-08,26.11%,-12.34%,105.31pp,160.51pp,$48.72 ,$51.98 ,N,12-Aug-10,5,100.00%,66.67%,7,19,1-Apr-02,2.38,2.79,MIDSOUTH BANCORP INC.,MSL,2.52,2.77,BOK FINANCIAL CORPORATION,BOKF,2.52,3.22
IBKR,INTERACTIVE BROKERS GROUP INC.,-1,Trend Analyzer V3.1,BUY,$14.98 ,3-Dec-12,BUY,$14.10 ,10-Jul-12,-12.77%,11.04%,127.19pp,113.60pp,$13.61 ,$13.07 ,Y,22-Oct-13,10,33.33%,66.67%,6,11,23-Oct-07,2.7,4.67,CME GROUP INC,CME,3.27,4,CBOE HOLDINGS INC,CBOE,3.21,1.38
IBKR,INTERACTIVE BROKERS GROUP INC.,-1,Momentum Analyzer V1.0,BUY,$16.94 ,23-Mar-12,SHORT,$18.41 ,16-Nov-10,-14.41%,19.70%,100.00pp,110.84pp,$13.61 ,$14.50 ,N,31-May-13,15,0.00%,100.00%,4,14,8-May-08,2.7,4.67,CME GROUP INC,CME,3.27,4,CBOE HOLDINGS INC,CBOE,3.21,1.38
IBM,INTERNATIONAL BUSINESS MACHINES CORP.,459200101,Trend Analyzer V3.1,SHORT,$176.49 ,8-Jul-11,HOLD,$128.71 ,16-Dec-09,59.27%,-24.50%,167.84pp,164.78pp,$192.71 ,$219.73 ,Y,7-Dec-13,10,66.67%,33.33%,6,29,6-Nov-98,2.85,2.62,ORACLE CORPORATION,ORCL,3.18,2.25,INTEL CORPORATION,INTC,3.08,4.11
IBM,INTERNATIONAL BUSINESS MACHINES CORP.,459200101,Momentum Analyzer V1.0,BUY,$186.01 ,13-Jul-12,HOLD,$150.65 ,18-Jan-11,31.22%,-26.29%,100.00pp,103.82pp,$192.71 ,$244.08 ,N,31-Dec-14,30,100.00%,0.00%,4,30,12-May-03,2.85,2.62,ORACLE CORPORATION,ORCL,3.18,2.25,INTEL CORPORATION,INTC,3.08,4.11
ICA,EMPRESAS ICA SA (ADR),292448107,Trend Analyzer V3.1,BUY,$7.56 ,21-Sep-12,SHORT,$10.31 ,12-May-10,-33.20%,16.69%,260.69pp,140.49pp,$9.92 ,$5.05 ,Y,1-Jan-15,15,66.67%,66.67%,6,28,1-Sep-99,2.52,1.06,FLUOR CORPORATION (NEW),FLR,2.84,3.51,EMPRESAS ICA SA (ADR),ICA,2.52,1.06
ICA,EMPRESAS ICA SA (ADR),292448107,Momentum Analyzer V1.0,SHORT,$28.29 ,14-Jul-04,BUY,$23.98 ,25-Oct-00,17.97%,78.37%,100.00pp,100.00pp,$9.92 ,$6.12 ,N,9-Mar-09,30,100.00%,100.00%,3,57,18-May-99,2.52,1.06,FLUOR CORPORATION (NEW),FLR,2.84,3.51,EMPRESAS ICA SA (ADR),ICA,2.52,1.06
ICAD,ICAD INC,-1,Trend Analyzer V3.1,BUY,$7.44 ,16-Dec-09,SHORT,$16.65 ,8-Aug-07,11.88%,-100.00%,132.03pp,NaNpp,$4.61 ,$8.32 ,N,9-Nov-12,10,33.33%,50.00%,5,35,5-Nov-98,2.67,3.69,FONAR CORPORATION,FONR,2.89,3.53,BOVIE MEDICAL CORPORATION,BVX,2.85,2.51
ICAD,ICAD INC,-1,Momentum Analyzer V1.0,SHORT,$2.00 ,22-Oct-12,BUY,$2.00 ,20-Jul-12,0.00%,66.33%,100.00pp,100.00pp,$4.61 ,$0.67 ,N,27-Feb-18,10,0.00%,50.00%,3,65,30-Apr-97,2.67,3.69,FONAR CORPORATION,FONR,2.89,3.53,BOVIE MEDICAL CORPORATION,BVX,2.85,2.51
ICE,INTERCONTINENTALEXCHANGE INC,45865V100,Trend Analyzer V3.1,SHORT,$127.03 ,15-Nov-11,HOLD,$104.39 ,9-Sep-10,50.80%,15.43%,139.59pp,121.40pp,$124.22 ,$107.44 ,N,19-Dec-12,15,100.00%,66.67%,6,13,28-Jul-06,3.01,2.34,CBOE HOLDINGS INC,CBOE,3.18,1.75,CME GROUP INC,CME,3.08,4.05
ICE,INTERCONTINENTALEXCHANGE INC,45865V100,Momentum Analyzer V1.0,SHORT,$131.24 ,1-Nov-12,HOLD,$123.41 ,11-Jun-10,3.32%,-16.25%,102.93pp,140.02pp,$124.22 ,$152.57 ,Y,2-Oct-13,10,100.00%,66.67%,5,11,3-Jul-08,3.01,2.34,CBOE HOLDINGS INC,CBOE,3.18,1.75,CME GROUP INC,CME,3.08,4.05
ICFI,ICF INTERNATIONAL INC.,-1,Trend Analyzer V3.1,BUY,$20.62 ,27-Sep-12,SHORT,$23.70 ,18-May-10,28.11%,13.00%,100.00pp,100.00pp,$23.24 ,$26.42 ,N,24-Mar-14,15,100.00%,100.00%,3,18,18-Aug-08,2.63,4.61,MCMILLAN SHAKESPEARE LTD.,MMS,3.14,1.41,RESOURCES CONNECTION INC.,RECN,3.05,4.72
ICFI,ICF INTERNATIONAL INC.,-1,Momentum Analyzer V1.0,BUY,$20.10 ,28-Sep-12,SHORT,$24.91 ,12-Jul-12,3.36%,-34.11%,100.00pp,181.07pp,$23.24 ,$20.78 ,Y,27-Apr-14,15,50.00%,0.00%,4,19,2-Nov-06,2.63,4.61,MCMILLAN SHAKESPEARE LTD.,MMS,3.14,1.41,RESOURCES CONNECTION INC.,RECN,3.05,4.72
IDA,IDACORP INC,451107106,Trend Analyzer V3.1,BUY,$40.21 ,8-Jul-11,HOLD,$31.39 ,16-Dec-09,24.94%,-4.53%,119.52pp,136.37pp,$42.97 ,$50.24 ,N,7-Dec-13,10,66.67%,0.00%,6,29,6-Nov-98,2.41,2.36,UNS ENERGY CORP,UNS,2.67,3.01,PINNACLE WEST CAPITAL CORP.,PNW,2.61,2.63
IDA,IDACORP INC,451107106,Momentum Analyzer V1.0,BUY,$41.35 ,14-Nov-12,SHORT,$43.59 ,24-Sep-12,-8.57%,-24.62%,117.00pp,169.40pp,$42.97 ,$37.81 ,Y,20-May-15,15,66.67%,66.67%,6,31,15-Apr-98,2.41,2.36,UNS ENERGY CORP,UNS,2.67,3.01,PINNACLE WEST CAPITAL CORP.,PNW,2.61,2.63
IDCC,INTERDIGITAL INC.,45867G101,Trend Analyzer V3.1,SHORT,$32.72 ,9-Apr-07,BUY,$16.91 ,12-Apr-05,79.16%,-100.00%,108.00pp,NaNpp,$40.56 ,$65.44 ,Y,27-Jan-10,25,66.67%,0.00%,5,34,23-Apr-99,2.63,1.68,XILINX INC.,XLNX,3.13,1.47,INTEL CORPORATION,INTC,3,3.15
IDCC,INTERDIGITAL INC.,45867G101,Momentum Analyzer V1.0,BUY,$21.76 ,5-Jan-04,HOLD,$20.15 ,20-Mar-03,153.78%,24.95%,100.00pp,135.80pp,$40.56 ,$55.22 ,N,13-Apr-07,20,100.00%,50.00%,4,40,29-Mar-00,2.63,1.68,XILINX INC.,XLNX,3.13,1.47,INTEL CORPORATION,INTC,3,3.15
IDSY,I.D. SYSTEMS INC.,449489103,Trend Analyzer V3.1,SHORT,$3.16 ,26-Nov-09,SHORT,$3.53 ,7-Jul-09,86.38%,78.29%,208.21pp,100.00pp,$5.80 ,$0.69 ,N,6-Dec-12,5,50.00%,50.00%,4,37,6-Mar-01,-1,-1,GARMIN LTD.,GRMN,3.23,3.05,TELULAR CORPORATION,WRLS,2.77,3.09
IDSY,I.D. SYSTEMS INC.,449489103,Momentum Analyzer V1.0,SHORT,$6.16 ,29-Feb-12,BUY,$4.93 ,2-Aug-11,0.38%,-100.00%,122.50pp,NaNpp,$5.80 ,$12.32 ,Y,9-Nov-13,5,25.00%,50.00%,8,21,8-Oct-99,-1,-1,GARMIN LTD.,GRMN,3.23,3.05,TELULAR CORPORATION,WRLS,2.77,3.09
IDT,,448947408,Trend Analyzer V3.1,BUY,$5.68 ,16-Mar-10,SHORT,$115.65 ,25-Jan-07,-17.36%,37.33%,100.00pp,142.05pp,$9.39 ,$4.69 ,Y,27-Sep-12,10,50.00%,50.00%,4,31,4-Feb-03,-1,-1,,,-1,-1,,,-1,-1
IDT,,448947408,Momentum Analyzer V1.0,BUY,$24.13 ,29-Jul-11,SHORT,$110.34 ,27-Jan-06,-12.74%,36.17%,100.00pp,130.81pp,$9.39 ,$21.06 ,N,11-May-14,10,0.00%,100.00%,4,34,14-Feb-02,-1,-1,,,-1,-1,,,-1,-1
IDTI,INTEGRATED DEVICE TECHNOLOGY INC.,458118106,Trend Analyzer V3.1,BUY,$15.58 ,8-Aug-07,HOLD,$13.64 ,3-Jun-04,229.56%,24.86%,244.51pp,145.56pp,$7.15 ,$51.35 ,N,2-Jul-10,10,66.67%,50.00%,5,35,5-Nov-98,2.84,3.31,MAXIM INTEGRATED PRODUCTS INC.,MXIM,3.05,1.56,SILICON LABORATORIES,SLAB,2.98,1.58
IDTI,INTEGRATED DEVICE TECHNOLOGY INC.,458118106,Momentum Analyzer V1.0,BUY,$5.78 ,4-Mar-10,SHORT,$10.78 ,22-Jul-05,106.42%,52.43%,212.22pp,108.25pp,$7.15 ,$11.93 ,N,16-Apr-12,5,75.00%,100.00%,7,26,9-Jul-98,2.84,3.31,MAXIM INTEGRATED PRODUCTS INC.,MXIM,3.05,1.56,SILICON LABORATORIES,SLAB,2.98,1.58
IEX,IDEX CORPORATION,45167R104,Trend Analyzer V3.1,BUY,$34.72 ,22-Sep-10,SHORT,$41.50 ,9-Aug-07,60.36%,-100.00%,138.02pp,NaNpp,$46.13 ,$55.68 ,N,16-Aug-13,10,100.00%,50.00%,5,35,6-Nov-98,2.79,2.29,THE GORMAN-RUPP COMPANY,GRC,2.96,2.64,IDEX CORPORATION,IEX,2.79,2.29
IEX,IDEX CORPORATION,45167R104,Momentum Analyzer V1.0,SHORT,$39.96 ,17-Dec-10,BUY,$32.60 ,12-Sep-08,22.58%,1.06%,100.00pp,100.00pp,$46.13 ,$39.54 ,N,27-Jul-12,15,100.00%,50.00%,3,20,8-Apr-08,2.79,2.29,THE GORMAN-RUPP COMPANY,GRC,2.96,2.64,IDEX CORPORATION,IEX,2.79,2.29
IFF,INTERNATIONAL FLAVORS & FRAGRANCES INC,459506101,Trend Analyzer V3.1,BUY,$59.13 ,24-Apr-12,HOLD,$49.34 ,9-Aug-07,45.63%,-3.59%,100.00pp,120.27pp,$67.06 ,$86.11 ,N,9-Dec-15,10,100.00%,50.00%,4,44,6-Nov-98,3.03,1.64,INTERNATIONAL FLAVORS & FRAGRANCES INC,IFF,3.03,1.64,BALCHEM CORPORATION,BCPC,2.98,1.25
IFF,INTERNATIONAL FLAVORS & FRAGRANCES INC,459506101,Momentum Analyzer V1.0,SHORT,$40.04 ,23-Mar-05,BUY,$35.48 ,16-Oct-03,12.85%,5.39%,100.00pp,100.00pp,$67.06 ,$37.88 ,N,5-Dec-09,15,100.00%,50.00%,3,57,22-Mar-99,3.03,1.64,INTERNATIONAL FLAVORS & FRAGRANCES INC,IFF,3.03,1.64,BALCHEM CORPORATION,BCPC,2.98,1.25
IFSIA,INTERFACE INC.,458665106,Trend Analyzer V3.1,SHORT,$17.50 ,13-Jun-11,HOLD,$8.80 ,7-Dec-05,85.02%,-41.37%,107.49pp,181.06pp,$16.00 ,$24.74 ,Y,14-Jan-14,10,100.00%,66.67%,5,32,12-May-00,2.51,3.06,MOHAWK INDUSTRIES INC.,MHK,2.69,3.12,INTERFACE INC.,IFSIA,2.51,3.06
IFSIA,INTERFACE INC.,458665106,Momentum Analyzer V1.0,SHORT,$4.41 ,22-Apr-09,SHORT,$13.31 ,9-Apr-08,-29.60%,-31.90%,212.49pp,163.03pp,$16.00 ,$5.82 ,N,7-Jul-11,15,66.67%,50.00%,5,27,19-Mar-02,2.51,3.06,MOHAWK INDUSTRIES INC.,MHK,2.69,3.12,INTERFACE INC.,IFSIA,2.51,3.06
IGLD,INTERNET GOLD GOLDEN LINES LTD.,M56595107,Trend Analyzer V3.1,BUY,$3.22 ,5-Jun-12,SHORT,$21.20 ,8-Jan-10,292.93%,37.71%,111.47pp,134.20pp,$3.44 ,$12.65 ,N,28-Aug-14,10,100.00%,100.00%,5,27,8-Feb-02,2.67,4.71,TATA COMMUNICATIONS LTD. (ADR),TCL,2.7,3.78,INTERNET GOLD GOLDEN LINES LTD.,IGLD,2.67,4.71
IGLD,INTERNET GOLD GOLDEN LINES LTD.,M56595107,Momentum Analyzer V1.0,SHORT,$16.61 ,10-May-07,BUY,$4.60 ,17-Jul-06,106.79%,14.81%,174.62pp,100.00pp,$3.44 ,$14.15 ,Y,28-Jun-10,15,100.00%,100.00%,4,38,5-Oct-00,2.67,4.71,TATA COMMUNICATIONS LTD. (ADR),TCL,2.7,3.78,INTERNET GOLD GOLDEN LINES LTD.,IGLD,2.67,4.71
IGOI,IGO INC.,449593102,Trend Analyzer V3.1,BUY,$0.25 ,13-Nov-12,SHORT,$1.35 ,2-Sep-11,6.83%,41.54%,669.45pp,128.22pp,$0.26 ,$0.27 ,N,29-Jan-15,5,66.67%,100.00%,5,27,14-Mar-02,2.53,4.93,RIMAGE CORPORATION,RIMG,3.21,4.31,LEXMARK INTERNATIONAL INC,LXK,3.04,4.77
IGOI,IGO INC.,449593102,Momentum Analyzer V1.0,BUY,$0.28 ,22-Oct-12,SHORT,$1.94 ,30-Sep-10,5.26%,57.65%,200.76pp,117.71pp,$0.26 ,$0.29 ,N,1-Mar-15,15,33.33%,100.00%,5,29,6-Jul-01,2.53,4.93,RIMAGE CORPORATION,RIMG,3.21,4.31,LEXMARK INTERNATIONAL INC,LXK,3.04,4.77
IGT,INTERNATIONAL GAME TECHNOLOGY,459902102,Trend Analyzer V3.1,BUY,$16.71 ,8-Mar-11,SHORT,$39.85 ,10-Apr-07,420.83%,-0.44%,153.95pp,158.77pp,$13.73 ,$87.03 ,N,26-Dec-13,25,66.67%,50.00%,5,34,26-Apr-99,2.83,2.66,,,-1,-1,,,-1,-1
IGT,INTERNATIONAL GAME TECHNOLOGY,459902102,Momentum Analyzer V1.0,BUY,$13.94 ,29-Nov-12,BUY,$12.37 ,10-Sep-12,28.47%,-100.00%,144.31pp,NaNpp,$13.73 ,$17.91 ,N,9-Jun-14,5,60.00%,25.00%,9,19,5-Aug-99,2.83,2.66,,,-1,-1,,,-1,-1
IHG,INTERCONTINENTAL HOTELS GROUP PLC (ADR),45857P301,Trend Analyzer V3.1,BUY,$22.89 ,28-Mar-12,BUY,$16.27 ,23-Aug-11,9.73%,-30.77%,129.93pp,167.68pp,$27.43 ,$25.12 ,Y,17-Feb-13,15,75.00%,40.00%,9,11,24-Feb-05,2.51,1.56,CHOICE HOTELS INTL. INC.,CHH,2.84,2.59,HYATT HOTELS CORPORATION,H,2.76,2.5
IHG,INTERCONTINENTAL HOTELS GROUP PLC (ADR),45857P301,Momentum Analyzer V1.0,SHORT,$24.30 ,27-Apr-12,HOLD,$21.64 ,25-Apr-11,48.90%,-2.26%,132.60pp,111.01pp,$27.43 ,$24.85 ,N,13-Feb-14,5,100.00%,33.33%,5,22,15-Mar-04,2.51,1.56,CHOICE HOTELS INTL. INC.,CHH,2.84,2.59,HYATT HOTELS CORPORATION,H,2.76,2.5
IIJI,INTERNET INITIATIVE JAPAN INC. (ADR),J24210106,Trend Analyzer V3.1,SHORT,$9.94 ,29-Jul-11,BUY,$4.45 ,6-Jan-10,109.14%,11.18%,106.81pp,126.38pp,$11.61 ,$8.83 ,N,23-Aug-13,10,66.67%,0.00%,5,25,20-Nov-02,3.34,4.2,INTERNET INITIATIVE JAPAN INC. (ADR),IIJI,3.34,4.2,INTERNATIONAL BUSINESS MACHINES CORP.,IBM,3.11,2.37
IIJI,INTERNET INITIATIVE JAPAN INC. (ADR),J24210106,Momentum Analyzer V1.0,BUY,$8.47 ,8-May-07,SHORT,$10.03 ,26-Mar-07,9.14%,15.55%,100.00pp,100.00pp,$11.61 ,$9.24 ,Y,12-May-09,15,100.00%,100.00%,3,25,2-Feb-07,3.34,4.2,INTERNET INITIATIVE JAPAN INC. (ADR),IIJI,3.34,4.2,INTERNATIONAL BUSINESS MACHINES CORP.,IBM,3.11,2.37
IIN,INTRICON CORPORATION,450911102,Trend Analyzer V3.1,BUY,$3.70 ,22-Jun-11,HOLD,$3.58 ,8-Jan-09,138.67%,23.24%,100.00pp,127.51pp,$4.13 ,$8.83 ,N,11-Jul-14,10,100.00%,50.00%,4,37,29-Jan-01,-1,-1,,,-1,-1,,,-1,-1
IIN,INTRICON CORPORATION,450911102,Momentum Analyzer V1.0,BUY,$3.38 ,23-Oct-09,SHORT,$6.74 ,17-May-06,68.03%,28.54%,174.92pp,141.53pp,$4.13 ,$5.68 ,N,25-Sep-11,5,100.00%,66.67%,7,23,12-Nov-99,-1,-1,,,-1,-1,,,-1,-1
ILMN,ILLUMINA INC.,452327109,Trend Analyzer V3.1,SHORT,$27.18 ,7-Oct-11,SHORT,$40.15 ,16-Mar-10,12.06%,-100.00%,165.54pp,NaNpp,$55.41 ,$54.36 ,N,17-Oct-13,10,100.00%,50.00%,5,25,3-Feb-03,2.9,1.64,LUMINEX CORPORATION,LMNX,3.04,2.95,ILLUMINA INC.,ILMN,2.9,1.64
ILMN,ILLUMINA INC.,452327109,Momentum Analyzer V1.0,BUY,$44.00 ,17-Apr-12,SHORT,$46.98 ,15-Sep-10,514.92%,6.34%,100.00pp,100.00pp,$55.41 ,$270.57 ,N,29-Jul-14,15,100.00%,100.00%,3,28,24-Apr-06,2.9,1.64,LUMINEX CORPORATION,LMNX,3.04,2.95,ILLUMINA INC.,ILMN,2.9,1.64
IM,INGRAM MICRO INC.,457153104,Trend Analyzer V3.1,BUY,$15.86 ,21-Sep-12,SHORT,$18.10 ,12-May-10,4.50%,12.38%,100.00pp,100.00pp,$16.81 ,$16.57 ,Y,2-Jun-14,15,100.00%,100.00%,3,21,9-Jan-08,2.31,4.54,INTEL CORPORATION,INTC,3.23,3.31,INTERNATIONAL BUSINESS MACHINES CORP.,IBM,2.87,1.52
IM,INGRAM MICRO INC.,457153104,Momentum Analyzer V1.0,BUY,$13.25 ,19-Dec-08,SHORT,$18.36 ,18-Dec-07,22.40%,27.83%,100.00pp,100.00pp,$16.81 ,$16.22 ,Y,28-Feb-13,10,100.00%,100.00%,3,51,20-Sep-00,2.31,4.54,INTEL CORPORATION,INTC,3.23,3.31,INTERNATIONAL BUSINESS MACHINES CORP.,IBM,2.87,1.52
IMKTA,INGLES MARKETS INCORPORATED,457030104,Trend Analyzer V3.1,SHORT,$17.17 ,24-Apr-12,BUY,$16.02 ,22-Sep-10,24.36%,10.73%,135.78pp,121.03pp,$17.19 ,$15.33 ,N,24-Sep-14,10,66.67%,33.33%,6,29,5-Nov-98,2.36,4.38,WEIS MARKETS INC.,WMK,3.16,4.55,ARDEN GROUP INC.,ARDNA,2.86,2.94
IMKTA,INGLES MARKETS INCORPORATED,457030104,Momentum Analyzer V1.0,BUY,$33.06 ,19-Jul-07,HOLD,$16.57 ,17-Oct-05,39.48%,-93.13%,100.00pp,1422.99pp,$17.19 ,$46.11 ,N,12-Feb-11,5,100.00%,50.00%,4,43,21-Jan-99,2.36,4.38,WEIS MARKETS INC.,WMK,3.16,4.55,ARDEN GROUP INC.,ARDNA,2.86,2.94
IMMR,IMMERSION CORPORATION,452521107,Trend Analyzer V3.1,BUY,$6.08 ,30-Nov-11,SHORT,$13.04 ,2-Jan-08,71.58%,53.37%,100.00pp,100.00pp,$6.48 ,$10.43 ,N,21-Dec-14,25,100.00%,100.00%,3,37,12-Jan-04,-1,-1,MICROSOFT CORPORATION,MSFT,3.36,1.78,LEXMARK INTERNATIONAL INC,LXK,3.09,4.37
IMMR,IMMERSION CORPORATION,452521107,Momentum Analyzer V1.0,BUY,$5.60 ,30-Apr-10,SHORT,$13.17 ,19-Nov-07,9.98%,23.64%,156.95pp,141.15pp,$6.48 ,$6.16 ,Y,25-Dec-11,5,75.00%,75.00%,8,20,2-Feb-00,-1,-1,MICROSOFT CORPORATION,MSFT,3.36,1.78,LEXMARK INTERNATIONAL INC,LXK,3.09,4.37
IMN,IMATION CORP.,45245A107,Trend Analyzer V3.1,BUY,$25.64 ,19-May-08,SHORT,$46.27 ,28-Dec-05,25.37%,0.03%,104.07pp,133.29pp,$4.54 ,$32.15 ,N,16-Jun-10,5,75.00%,33.33%,7,25,30-Oct-98,2.53,4.83,HEWLETT-PACKARD COMPANY,HPQ,2.96,3.93,SANDISK CORPORATION,SNDK,2.82,2.15
IMN,IMATION CORP.,45245A107,Momentum Analyzer V1.0,BUY,$9.53 ,1-Jul-11,SHORT,$35.61 ,9-Sep-04,52.83%,42.24%,100.00pp,121.79pp,$4.54 ,$14.56 ,N,12-Oct-14,10,50.00%,100.00%,4,40,9-Mar-00,2.53,4.83,HEWLETT-PACKARD COMPANY,HPQ,2.96,3.93,SANDISK CORPORATION,SNDK,2.82,2.15
IMO,IMPERIAL OIL LIMITED (USA),453038408,Trend Analyzer V3.1,SHORT,$45.44 ,24-Apr-12,HOLD,$11.22 ,5-Jan-06,255.27%,-25.08%,114.00pp,115.87pp,$42.85 ,$56.84 ,Y,18-Jan-15,10,66.67%,0.00%,5,33,25-Aug-99,3,2.84,LUKOIL (ADR),LUKOY,3.23,4.87,EXXON MOBIL CORPORATION,XOM,3.09,4
IMO,IMPERIAL OIL LIMITED (USA),453038408,Momentum Analyzer V1.0,BUY,$53.07 ,6-Apr-11,SHORT,$55.59 ,5-Nov-07,157.59%,3.68%,197.81pp,103.73pp,$42.85 ,$136.70 ,N,10-Sep-12,5,75.00%,66.67%,7,17,14-Mar-03,3,2.84,LUKOIL (ADR),LUKOY,3.23,4.87,EXXON MOBIL CORPORATION,XOM,3.09,4
IMOS,CHIPMOS TECHNOLOGIES (BERMUDA) LTD,G2110R106,Trend Analyzer V3.1,BUY,$3.76 ,30-Aug-10,SHORT,$20.80 ,24-Feb-05,235.48%,37.37%,100.00pp,132.43pp,$11.32 ,$12.61 ,N,6-Mar-13,5,100.00%,100.00%,4,31,3-Mar-03,2.49,4.19,SILICONWARE PRECISION INDUSTRIES (ADR),SPIL,3.08,1.75,TAIWAN SEMICOND. MFG. CO. LTD. (ADR),TSM,2.98,1.33
IMOS,CHIPMOS TECHNOLOGIES (BERMUDA) LTD,G2110R106,Momentum Analyzer V1.0,SHORT,$3.18 ,27-Oct-09,BUY,$2.16 ,16-Apr-09,36.83%,91.39%,107.59pp,100.00pp,$11.32 ,$0.27 ,N,31-Jul-12,5,100.00%,50.00%,4,34,20-Mar-02,2.49,4.19,SILICONWARE PRECISION INDUSTRIES (ADR),SPIL,3.08,1.75,TAIWAN SEMICOND. MFG. CO. LTD. (ADR),TSM,2.98,1.33
IN,,458786100,Trend Analyzer V3.1,SHORT,$13.02 ,29-Oct-09,BUY,$11.53 ,1-Jul-03,12.92%,16.93%,100.00pp,100.00pp,$9.86 ,$10.82 ,Y,6-Jun-14,10,100.00%,100.00%,3,56,8-Jul-99,2.16,4.83,ZEBRA TECHNOLOGIES CORP.,ZBRA,3.27,2.08,APPLE INC.,AAPL,3.14,1.24
IN,,458786100,Momentum Analyzer V1.0,BUY,$6.80 ,12-Apr-12,SHORT,$25.65 ,20-Apr-06,4.01%,73.49%,100.00pp,100.00pp,$9.86 ,$7.07 ,Y,7-Jan-15,10,100.00%,100.00%,3,33,20-Dec-04,2.16,4.83,ZEBRA TECHNOLOGIES CORP.,ZBRA,3.27,2.08,APPLE INC.,AAPL,3.14,1.24
INAP,INTERNAP NETWORK SERVICES,45885A300,Trend Analyzer V3.1,BUY,$6.87 ,3-Jul-12,SHORT,$7.09 ,9-Feb-12,46.91%,37.54%,194.60pp,133.40pp,$6.77 ,$10.09 ,N,25-Sep-13,5,0.00%,66.67%,5,15,29-Dec-06,2.58,4.39,AKAMAI TECHNOLOGIES INC.,AKAM,3.17,2.27,EARTHLINK INC.,ELNK,3.11,4.35
INAP,INTERNAP NETWORK SERVICES,45885A300,Momentum Analyzer V1.0,BUY,$12.63 ,7-Sep-06,SHORT,$81.00 ,22-Dec-04,-21.18%,91.22%,205.53pp,103.70pp,$6.77 ,$9.95 ,N,26-Apr-09,10,0.00%,66.67%,5,32,22-Feb-00,2.58,4.39,AKAMAI TECHNOLOGIES INC.,AKAM,3.17,2.27,EARTHLINK INC.,ELNK,3.11,4.35
INCY,INCYTE CORPORATION,45337C102,Trend Analyzer V3.1,BUY,$19.95 ,21-Sep-12,SHORT,$20.07 ,15-Jul-11,103.19%,16.05%,180.93pp,138.15pp,$16.08 ,$40.54 ,N,29-Mar-14,15,80.00%,75.00%,9,18,31-Aug-99,2.58,3.35,NOVARTIS AG (ADR),NVS,2.91,2.93,BIOGEN IDEC INC.,BIIB,2.83,2.01
INCY,INCYTE CORPORATION,45337C102,Momentum Analyzer V1.0,SHORT,$16.42 ,6-Apr-11,BUY,$7.18 ,10-Sep-09,150.73%,43.95%,109.64pp,100.00pp,$16.08 ,$9.20 ,N,7-Mar-15,20,100.00%,100.00%,4,48,15-Sep-97,2.58,3.35,NOVARTIS AG (ADR),NVS,2.91,2.93,BIOGEN IDEC INC.,BIIB,2.83,2.01
INFI,INFINITY PHARMACEUTICALS INC.,45665G303,Trend Analyzer V3.1,SHORT,$6.34 ,29-Sep-11,BUY,$5.95 ,14-Dec-10,-3.44%,27.43%,115.20pp,134.12pp,$35.04 ,$4.60 ,N,30-Jan-13,5,66.67%,75.00%,7,16,7-Nov-03,2.8,2.79,ROCHE HOLDING LTD. (ADR),RHHBY,3.06,4.1,NOVARTIS AG (ADR),NVS,2.88,2.94
